x-axis,1,2,3
second,Volt,Volt,Volt
+9.8193600E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8195200E-03,+543.9702E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8196800E-03,+594.2215E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8198400E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8200000E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8201600E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8203200E-03,+971.1059E-06,-1.0809673053E+00,+1.7137091691E+00
+9.8204800E-03,+757.5380E-06,-1.0822235867E+00,+1.7137091691E+00
+9.8206400E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8208000E-03,+757.5380E-06,-1.1023240890E+00,+1.7137091691E+00
+9.8209600E-03,+996.2315E-06,-1.1010678076E+00,+1.7137091691E+00
+9.8211200E-03,+945.9803E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8212800E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8214400E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8216000E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8217600E-03,+971.1059E-06,-1.0809673053E+00,+1.7137091691E+00
+9.8219200E-03,+757.5380E-06,-1.0822235867E+00,+1.7137091691E+00
+9.8220800E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8222400E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8224000E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8225600E-03,+971.1059E-06,-1.0809673053E+00,+1.7157192193E+00
+9.8227200E-03,+757.5380E-06,-1.0822235867E+00,+1.7146513801E+00
+9.8228800E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8230400E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8232000E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8233600E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8235200E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8236800E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8238400E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8240000E-03,+971.1059E-06,-1.1023240890E+00,+1.7137091691E+00
+9.8241600E-03,+757.5380E-06,-1.1010678076E+00,+1.7137091691E+00
+9.8243200E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8244800E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8246400E-03,+971.1059E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8248000E-03,+971.1059E-06,-1.0809673053E+00,+1.7147770083E+00
+9.8249600E-03,+757.5380E-06,-1.0715451948E+00,+1.7146513801E+00
+9.8251200E-03,+782.6637E-06,-1.0822235867E+00,+1.7137091691E+00
+9.8252800E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8254400E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8256000E-03,+757.5380E-06,-1.1023240890E+00,+1.7137091691E+00
+9.8257600E-03,+782.6637E-06,-1.1010678076E+00,+1.7137091691E+00
+9.8259200E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8260800E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8262400E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8264000E-03,+782.6637E-06,-1.0809673053E+00,+1.7146513801E+00
+9.8265600E-03,+971.1059E-06,-1.0822235867E+00,+1.7147770083E+00
+9.8267200E-03,+971.1059E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8268800E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8270400E-03,+782.6637E-06,-1.0809673053E+00,+1.7147770083E+00
+9.8272000E-03,+971.1059E-06,-1.0822235867E+00,+1.7146513801E+00
+9.8273600E-03,+757.5380E-06,-1.1023240890E+00,+1.7147770083E+00
+9.8275200E-03,+782.6637E-06,-1.1010678076E+00,+1.7146513801E+00
+9.8276800E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8278400E-03,+971.1059E-06,-1.0809673053E+00,+1.7147770083E+00
+9.8280000E-03,+971.1059E-06,-1.0822235867E+00,+1.7146513801E+00
+9.8281600E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8283200E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8284800E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8286400E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8288000E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8289600E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8291200E-03,+569.0958E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8292800E-03,+996.2315E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8294400E-03,+1.1595481E-03,-1.0916456971E+00,+1.7146513801E+00
+9.8296000E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8297600E-03,+971.1059E-06,-1.0809673053E+00,+1.7147770083E+00
+9.8299200E-03,+971.1059E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8300800E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8302400E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8304000E-03,+996.2315E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8305600E-03,+945.9803E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8307200E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8308800E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8310400E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8312000E-03,+971.1059E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8313600E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8315200E-03,+569.0958E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8316800E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8318400E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8320000E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8321600E-03,+996.2315E-06,-1.0809673053E+00,+1.7147770083E+00
+9.8323200E-03,+945.9803E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8324800E-03,+569.0958E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8326400E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8328000E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8329600E-03,+971.1059E-06,-1.0809673053E+00,+1.7157192193E+00
+9.8331200E-03,+971.1059E-06,-1.0822235867E+00,+1.7146513801E+00
+9.8332800E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8334400E-03,+782.6637E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8336000E-03,+971.1059E-06,-1.0809673053E+00,+1.7157192193E+00
+9.8337600E-03,+971.1059E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8339200E-03,+971.1059E-06,-1.0809673053E+00,+1.7157192193E+00
+9.8340800E-03,+971.1059E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8342400E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8344000E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8345600E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8347200E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8348800E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8350400E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8352000E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8353600E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8355200E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8356800E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8358400E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8360000E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8361600E-03,+782.6637E-06,-1.1023240890E+00,+1.7147770083E+00
+9.8363200E-03,+971.1059E-06,-1.1010678076E+00,+1.7146513801E+00
+9.8364800E-03,+757.5380E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8366400E-03,+782.6637E-06,-1.1023240890E+00,+1.7137091691E+00
+9.8368000E-03,+971.1059E-06,-1.1010678076E+00,+1.7137091691E+00
+9.8369600E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8371200E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8372800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8374400E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8376000E-03,+782.6637E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8377600E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8379200E-03,+757.5380E-06,-1.1023240890E+00,+1.7146513801E+00
+9.8380800E-03,+782.6637E-06,-1.1010678076E+00,+1.7137091691E+00
+9.8382400E-03,+757.5380E-06,-1.1023240890E+00,+1.7137091691E+00
+9.8384000E-03,+569.0958E-06,-1.1010678076E+00,+1.7147770083E+00
+9.8385600E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8387200E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8388800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8390400E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8392000E-03,+971.1059E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8393600E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8395200E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8396800E-03,+1.1846737E-03,-1.0916456971E+00,+1.7157192193E+00
+9.8398400E-03,+1.1595481E-03,-1.0916456971E+00,+1.7157192193E+00
+9.8400000E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8401600E-03,+782.6637E-06,-1.0916456971E+00,+1.7137091691E+00
+9.8403200E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8404800E-03,+757.5380E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8406400E-03,+782.6637E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8408000E-03,+757.5380E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8409600E-03,+569.0958E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8411200E-03,+569.0958E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8412800E-03,+782.6637E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8414400E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8416000E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8417600E-03,+782.6637E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8419200E-03,+757.5380E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8420800E-03,+996.2315E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8422400E-03,+1.1595481E-03,-1.0809673053E+00,+1.7157192193E+00
+9.8424000E-03,+757.5380E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8425600E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8427200E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8428800E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8430400E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8432000E-03,+569.0958E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8433600E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8435200E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8436800E-03,+782.6637E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8438400E-03,+971.1059E-06,-1.1010678076E+00,+1.7146513801E+00
+9.8440000E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8441600E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8443200E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8444800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8446400E-03,+971.1059E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8448000E-03,+971.1059E-06,-1.1023240890E+00,+1.7147770083E+00
+9.8449600E-03,+757.5380E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8451200E-03,+569.0958E-06,-1.1023240890E+00,+1.7146513801E+00
+9.8452800E-03,+569.0958E-06,-1.1010678076E+00,+1.7147770083E+00
+9.8454400E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8456000E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8457600E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8459200E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8460800E-03,+782.6637E-06,-1.1023240890E+00,+1.7146513801E+00
+9.8462400E-03,+757.5380E-06,-1.1010678076E+00,+1.7147770083E+00
+9.8464000E-03,+782.6637E-06,-1.1023240890E+00,+1.7146513801E+00
+9.8465600E-03,+971.1059E-06,-1.1010678076E+00,+1.7147770083E+00
+9.8467200E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8468800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8470400E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8472000E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8473600E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8475200E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8476800E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8478400E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8480000E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8481600E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8483200E-03,+971.1059E-06,-1.1010678076E+00,+1.7146513801E+00
+9.8484800E-03,+757.5380E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8486400E-03,+782.6637E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8488000E-03,+971.1059E-06,-1.1117461994E+00,+1.7157192193E+00
+9.8489600E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8491200E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8492800E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8494400E-03,+757.5380E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8496000E-03,+782.6637E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8497600E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8499200E-03,+757.5380E-06,-1.1010678076E+00,+1.7146513801E+00
+9.8500800E-03,+782.6637E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8502400E-03,+757.5380E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8504000E-03,+782.6637E-06,-1.0903894157E+00,+1.7157192193E+00
+9.8505600E-03,+971.1059E-06,-1.0822235867E+00,+1.7157192193E+00
+9.8507200E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8508800E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8510400E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8512000E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8513600E-03,+757.5380E-06,-1.1023240890E+00,+1.7146513801E+00
+9.8515200E-03,+782.6637E-06,-1.1010678076E+00,+1.7147770083E+00
+9.8516800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8518400E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8520000E-03,+782.6637E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8521600E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8523200E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8524800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8526400E-03,+757.5380E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8528000E-03,+569.0958E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8529600E-03,+782.6637E-06,-1.0916456971E+00,+1.7146513801E+00
+9.8531200E-03,+971.1059E-06,-1.0916456971E+00,+1.7147770083E+00
+9.8532800E-03,+971.1059E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8534400E-03,+757.5380E-06,-1.0916456971E+00,+1.7157192193E+00
+9.8536000E-03,+782.6637E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8537600E-03,+971.1059E-06,-1.1010678076E+00,+1.7157192193E+00
+9.8539200E-03,+971.1059E-06,-1.1023240890E+00,+1.7157192193E+00
+9.8540800E-03,+757.5380E-06,-1.1117461994E+00,+1.7157192193E+00
