x-axis,1,2,3
second,Volt,Volt,Volt
+11.03564800E-03,+819.09634E-06,-680.68464659E-03,+70.60515054E-03
+11.03568000E-03,+819.09634E-06,-680.68464659E-03,+70.96947214E-03
+11.03571200E-03,+819.09634E-06,-680.68464659E-03,+70.68052742E-03
+11.03574400E-03,+643.21695E-06,-680.68464659E-03,+70.63027617E-03
+11.03577600E-03,+592.96569E-06,-680.68464659E-03,+70.50464803E-03
+11.03580800E-03,+819.09634E-06,-680.68464659E-03,+70.49208522E-03
+11.03584000E-03,+643.21695E-06,-680.68464659E-03,+71.14535154E-03
+11.03587200E-03,+417.08630E-06,-689.47861639E-03,+70.73077868E-03
+11.03590400E-03,+417.08630E-06,-691.99117909E-03,+70.22826612E-03
+11.03593600E-03,+241.20690E-06,-680.68464659E-03,+70.63027617E-03
+11.03596800E-03,+190.95565E-06,-689.47861639E-03,+70.85640682E-03
+11.03600000E-03,+417.08630E-06,-683.19720930E-03,+70.68052742E-03
+11.03603200E-03,+592.96569E-06,-669.37811409E-03,+70.80615556E-03
+11.03606400E-03,+819.09634E-06,-689.47861639E-03,+70.90665807E-03
+11.03609600E-03,+643.21695E-06,-691.99117909E-03,+70.89409526E-03
+11.03612800E-03,+592.96569E-06,-680.68464659E-03,+71.63530128E-03
+11.03616000E-03,+643.21695E-06,-680.68464659E-03,+70.98203495E-03
+11.03619200E-03,+417.08630E-06,-680.68464659E-03,+70.37901989E-03
+11.03622400E-03,+417.08630E-06,-680.68464659E-03,+70.88153245E-03
+11.03625600E-03,+417.08630E-06,-680.68464659E-03,+71.00716059E-03
+11.03628800E-03,+417.08630E-06,-680.68464659E-03,+70.93178370E-03
+11.03632000E-03,+592.96569E-06,-680.68464659E-03,+70.25339175E-03
+11.03635200E-03,+467.33755E-06,-680.68464659E-03,+70.51721084E-03
+11.03638400E-03,+190.95565E-06,-680.68464659E-03,+70.68052742E-03
+11.03641600E-03,+592.96569E-06,-680.68464659E-03,+70.71821587E-03
+11.03644800E-03,+643.21695E-06,-680.68464659E-03,+70.88153245E-03
+11.03648000E-03,+592.96569E-06,-680.68464659E-03,+70.65540180E-03
+11.03651200E-03,+643.21695E-06,-680.68464659E-03,+70.30364300E-03
+11.03654400E-03,+592.96569E-06,-680.68464659E-03,+70.37901989E-03
+11.03657600E-03,+643.21695E-06,-680.68464659E-03,+70.79359275E-03
+11.03660800E-03,+592.96569E-06,-680.68464659E-03,+70.27851738E-03
+11.03664000E-03,+643.21695E-06,-680.68464659E-03,+70.84384401E-03
+11.03667200E-03,+592.96569E-06,-680.68464659E-03,+71.59761284E-03
+11.03670400E-03,+643.21695E-06,-689.47861639E-03,+70.81871837E-03
+11.03673600E-03,+417.08630E-06,-691.99117909E-03,+70.51721084E-03
+11.03676800E-03,+592.96569E-06,-680.68464659E-03,+71.20816561E-03
+11.03680000E-03,+643.21695E-06,-680.68464659E-03,+70.95690933E-03
+11.03683200E-03,+417.08630E-06,-680.68464659E-03,+70.58002492E-03
+11.03686400E-03,+417.08630E-06,-680.68464659E-03,+71.43429626E-03
+11.03689600E-03,+592.96569E-06,-680.68464659E-03,+71.39660782E-03
+11.03692800E-03,+819.09634E-06,-671.89067679E-03,+70.96947214E-03
+11.03696000E-03,+643.21695E-06,-669.37811410E-03,+70.85640682E-03
+11.03699200E-03,+417.08630E-06,-680.68464659E-03,+70.76846712E-03
+11.03702400E-03,+417.08630E-06,-680.68464659E-03,+70.83128119E-03
+11.03705600E-03,+592.96569E-06,-680.68464659E-03,+70.96947214E-03
+11.03708800E-03,+819.09634E-06,-680.68464659E-03,+70.59258772E-03
+11.03712000E-03,+643.21695E-06,-680.68464659E-03,+70.78102994E-03
+11.03715200E-03,+592.96569E-06,-680.68464659E-03,+71.10766310E-03
+11.03718400E-03,+643.21695E-06,-689.47861640E-03,+70.47952240E-03
+11.03721600E-03,+592.96569E-06,-691.99117908E-03,+70.51721084E-03
+11.03724800E-03,+643.21695E-06,-680.68464659E-03,+70.41670833E-03
+11.03728000E-03,+417.08630E-06,-671.89067678E-03,+70.46695959E-03
+11.03731200E-03,+592.96569E-06,-669.37811410E-03,+71.43429626E-03
+11.03734400E-03,+819.09634E-06,-680.68464659E-03,+70.86896963E-03
+11.03737600E-03,+643.21695E-06,-680.68464659E-03,+70.81871838E-03
+11.03740800E-03,+592.96569E-06,-680.68464659E-03,+71.62273847E-03
+11.03744000E-03,+819.09634E-06,-680.68464659E-03,+70.61771335E-03
+11.03747200E-03,+819.09634E-06,-680.68464659E-03,+70.66796461E-03
+11.03750400E-03,+819.09634E-06,-680.68464659E-03,+71.01972340E-03
+11.03753600E-03,+819.09634E-06,-680.68464659E-03,+70.63027617E-03
+11.03756800E-03,+819.09634E-06,-680.68464659E-03,+70.94434652E-03
+11.03760000E-03,+819.09634E-06,-680.68464659E-03,+71.05741184E-03
+11.03763200E-03,+643.21695E-06,-680.68464659E-03,+70.79359275E-03
+11.03766400E-03,+592.96569E-06,-680.68464659E-03,+70.36645708E-03
+11.03769600E-03,+643.21695E-06,-680.68464659E-03,+70.86896964E-03
+11.03772800E-03,+417.08630E-06,-680.68464659E-03,+71.66042691E-03
+11.03776000E-03,+592.96569E-06,-680.68464659E-03,+71.30866812E-03
+11.03779200E-03,+819.09634E-06,-680.68464659E-03,+71.20816561E-03
+11.03782400E-03,+643.21695E-06,-680.68464659E-03,+71.39660782E-03
+11.03785600E-03,+417.08630E-06,-680.68464659E-03,+70.79359275E-03
+11.03788800E-03,+417.08630E-06,-680.68464659E-03,+70.89409526E-03
+11.03792000E-03,+417.08630E-06,-671.89067678E-03,+71.37148219E-03
+11.03795200E-03,+417.08630E-06,-669.37811411E-03,+70.90665807E-03
+11.03798400E-03,+592.96569E-06,-671.89067678E-03,+70.89409526E-03
+11.03801600E-03,+819.09634E-06,-669.37811411E-03,+71.28354249E-03
+11.03804800E-03,+643.21695E-06,-680.68464659E-03,+70.61771335E-03
+11.03808000E-03,+417.08630E-06,-680.68464659E-03,+70.58002492E-03
+11.03811200E-03,+592.96569E-06,-680.68464659E-03,+70.81871837E-03
+11.03814400E-03,+643.21695E-06,-680.68464659E-03,+70.42927115E-03
+11.03817600E-03,+417.08630E-06,-680.68464659E-03,+70.91922089E-03
+11.03820800E-03,+592.96569E-06,-680.68464659E-03,+71.17047717E-03
+11.03824000E-03,+643.21695E-06,-680.68464659E-03,+71.14535154E-03
+11.03827200E-03,+592.96569E-06,-680.68464659E-03,+70.99459777E-03
+11.03830400E-03,+643.21695E-06,-671.89067677E-03,+71.00716059E-03
+11.03833600E-03,+417.08630E-06,-669.37811411E-03,+71.10766310E-03
+11.03836800E-03,+417.08630E-06,-680.68464659E-03,+70.47952240E-03
+11.03840000E-03,+768.84509E-06,-680.68464659E-03,+70.69309024E-03
+11.03843200E-03,+1.04522699E-03,-680.68464659E-03,+70.73077868E-03
+11.03846400E-03,+819.09634E-06,-671.89067677E-03,+70.66796461E-03
+11.03849600E-03,+643.21695E-06,-669.37811411E-03,+71.10766310E-03
+11.03852800E-03,+417.08630E-06,-680.68464659E-03,+70.83128119E-03
+11.03856000E-03,+592.96569E-06,-680.68464659E-03,+70.96947214E-03
+11.03859200E-03,+643.21695E-06,-680.68464659E-03,+70.41670833E-03
+11.03862400E-03,+417.08630E-06,-680.68464659E-03,+70.20314050E-03
+11.03865600E-03,+592.96569E-06,-680.68464659E-03,+70.74334149E-03
+11.03868800E-03,+643.21695E-06,-680.68464659E-03,+70.85640682E-03
+11.03872000E-03,+417.08630E-06,-680.68464659E-03,+70.94434652E-03
+11.03875200E-03,+417.08630E-06,-680.68464659E-03,+70.88153245E-03
+11.03878400E-03,+592.96569E-06,-671.89067677E-03,+71.00716059E-03
+11.03881600E-03,+819.09634E-06,-669.37811412E-03,+71.28354249E-03
+11.03884800E-03,+643.21695E-06,-680.68464659E-03,+70.44183395E-03
+11.03888000E-03,+592.96569E-06,-680.68464659E-03,+70.26595457E-03
+11.03891200E-03,+643.21695E-06,-680.68464659E-03,+71.23329124E-03
+11.03894400E-03,+592.96569E-06,-680.68464659E-03,+71.37148219E-03
+11.03897600E-03,+819.09634E-06,-680.68464659E-03,+71.17047717E-03
+11.03900800E-03,+819.09634E-06,-680.68464659E-03,+70.88153245E-03
+11.03904000E-03,+819.09634E-06,-680.68464659E-03,+70.65540180E-03
+11.03907200E-03,+819.09634E-06,-671.89067677E-03,+70.91922089E-03
+11.03910400E-03,+819.09634E-06,-669.37811412E-03,+70.90665807E-03
+11.03913600E-03,+819.09634E-06,-680.68464659E-03,+70.54233647E-03
+11.03916800E-03,+819.09634E-06,-680.68464659E-03,+70.47952240E-03
+11.03920000E-03,+643.21695E-06,-680.68464659E-03,+70.51721084E-03
+11.03923200E-03,+592.96569E-06,-680.68464659E-03,+71.03228622E-03
+11.03926400E-03,+643.21695E-06,-680.68464659E-03,+70.99459777E-03
+11.03929600E-03,+417.08630E-06,-680.68464659E-03,+70.91922089E-03
+11.03932800E-03,+417.08630E-06,-671.89067676E-03,+70.55489928E-03
+11.03936000E-03,+417.08630E-06,-669.37811412E-03,+70.35389427E-03
+11.03939200E-03,+592.96569E-06,-680.68464659E-03,+71.08253747E-03
+11.03942400E-03,+819.09634E-06,-680.68464659E-03,+70.76846712E-03
+11.03945600E-03,+819.09634E-06,-671.89067676E-03,+70.83128119E-03
+11.03948800E-03,+643.21695E-06,-669.37811412E-03,+70.61771335E-03
+11.03952000E-03,+417.08630E-06,-680.68464659E-03,+70.14032643E-03
+11.03955200E-03,+417.08630E-06,-689.47861642E-03,+70.25339175E-03
+11.03958400E-03,+592.96569E-06,-691.99117906E-03,+70.51721085E-03
+11.03961600E-03,+643.21695E-06,-671.89067676E-03,+70.50464803E-03
+11.03964800E-03,+417.08630E-06,-669.37811413E-03,+70.66796462E-03
+11.03968000E-03,+417.08630E-06,-680.68464659E-03,+71.28354249E-03
+11.03971200E-03,+417.08630E-06,-671.89067676E-03,+70.88153245E-03
+11.03974400E-03,+417.08630E-06,-669.37811413E-03,+70.56746210E-03
+11.03977600E-03,+417.08630E-06,-689.47861642E-03,+70.63027617E-03
+11.03980800E-03,+417.08630E-06,-683.19720922E-03,+70.85640682E-03
+11.03984000E-03,+417.08630E-06,-669.37811413E-03,+70.85640682E-03
+11.03987200E-03,+592.96569E-06,-680.68464659E-03,+70.94434652E-03
+11.03990400E-03,+819.09634E-06,-671.89067676E-03,+71.05741184E-03
+11.03993600E-03,+643.21695E-06,-669.37811413E-03,+70.70565305E-03
+11.03996800E-03,+592.96569E-06,-680.68464659E-03,+70.42927115E-03
+11.04000000E-03,+819.09634E-06,-680.68464659E-03,+70.91922089E-03
+11.04003200E-03,+819.09634E-06,-680.68464659E-03,+71.25841687E-03
+11.04006400E-03,+819.09634E-06,-680.68464659E-03,+71.25841687E-03
+11.04009600E-03,+643.21695E-06,-680.68464659E-03,+71.34635656E-03
+11.04012800E-03,+592.96569E-06,-680.68464659E-03,+71.19560279E-03
+11.04016000E-03,+819.09634E-06,-680.68464659E-03,+70.85640682E-03
+11.04019200E-03,+994.97574E-06,-680.68464659E-03,+70.41670833E-03
+11.04022400E-03,+869.34759E-06,-680.68464659E-03,+70.73077869E-03
+11.04025600E-03,+417.08630E-06,-680.68464659E-03,+70.80615555E-03
+11.04028800E-03,+417.08630E-06,-680.68464659E-03,+70.50464804E-03
+11.04032000E-03,+417.08630E-06,-671.89067675E-03,+71.94937163E-03
+11.04035200E-03,+417.08630E-06,-678.17208397E-03,+70.91922088E-03
+11.04038400E-03,+592.96569E-06,-691.99117905E-03,+70.24082894E-03
+11.04041600E-03,+643.21694E-06,-680.68464659E-03,+71.08253747E-03
+11.04044800E-03,+592.96569E-06,-680.68464659E-03,+70.68052742E-03
+11.04048000E-03,+643.21694E-06,-680.68464659E-03,+70.71821587E-03
+11.04051200E-03,+417.08630E-06,-680.68464659E-03,+70.88153245E-03
+11.04054400E-03,+592.96569E-06,-680.68464659E-03,+70.30364300E-03
+11.04057600E-03,+643.21694E-06,-680.68464659E-03,+70.20314050E-03
+11.04060800E-03,+592.96569E-06,-680.68464659E-03,+70.65540180E-03
+11.04064000E-03,+819.09634E-06,-680.68464659E-03,+70.91922089E-03
+11.04067200E-03,+643.21694E-06,-680.68464659E-03,+70.90665807E-03
+11.04070400E-03,+417.08630E-06,-680.68464659E-03,+70.54233647E-03
+11.04073600E-03,+592.96569E-06,-680.68464659E-03,+70.91922089E-03
+11.04076800E-03,+819.09634E-06,-689.47861643E-03,+71.17047717E-03
+11.04080000E-03,+643.21694E-06,-691.99117905E-03,+70.96947214E-03
+11.04083200E-03,+592.96569E-06,-680.68464659E-03,+70.94434652E-03
+11.04086400E-03,+819.09634E-06,-680.68464659E-03,+70.79359275E-03
+11.04089600E-03,+643.21694E-06,-680.68464659E-03,+70.71821587E-03
+11.04092800E-03,+417.08630E-06,-680.68464659E-03,+70.96947214E-03
+11.04096000E-03,+417.08630E-06,-680.68464659E-03,+70.85640682E-03
+11.04099200E-03,+417.08630E-06,-680.68464659E-03,+70.76846712E-03
+11.04102400E-03,+592.96569E-06,-680.68464659E-03,+70.91922089E-03
+11.04105600E-03,+819.09634E-06,-680.68464659E-03,+71.17047717E-03
+11.04108800E-03,+643.21694E-06,-680.68464659E-03,+70.96947214E-03
+11.04112000E-03,+592.96569E-06,-680.68464659E-03,+70.94434652E-03
+11.04115200E-03,+819.09634E-06,-680.68464659E-03,+70.96947214E-03
+11.04118400E-03,+643.21694E-06,-680.68464659E-03,+70.94434652E-03
+11.04121600E-03,+592.96569E-06,-671.89067674E-03,+71.05741184E-03
+11.04124800E-03,+819.09634E-06,-669.37811414E-03,+70.52977365E-03
+11.04128000E-03,+643.21694E-06,-671.89067674E-03,+70.11520080E-03
+11.04131200E-03,+592.96569E-06,-669.37811414E-03,+70.63027617E-03
+11.04134400E-03,+643.21694E-06,-680.68464659E-03,+70.76846712E-03
+11.04137600E-03,+592.96569E-06,-680.68464659E-03,+70.74334149E-03
+11.04140800E-03,+819.09634E-06,-680.68464659E-03,+71.12022591E-03
+11.04144000E-03,+819.09634E-06,-680.68464659E-03,+71.45942189E-03
+11.04147200E-03,+643.21694E-06,-680.68464659E-03,+70.93178370E-03
+11.04150400E-03,+592.96569E-06,-680.68464659E-03,+70.95690934E-03
+11.04153600E-03,+819.09634E-06,-680.68464659E-03,+71.06997465E-03
+11.04156800E-03,+643.21694E-06,-671.89067674E-03,+70.58002492E-03
+11.04160000E-03,+417.08630E-06,-669.37811415E-03,+71.52223596E-03
+11.04163200E-03,+417.08630E-06,-680.68464659E-03,+71.15791435E-03
+11.04166400E-03,+417.08630E-06,-680.68464659E-03,+70.60515054E-03
+11.04169600E-03,+592.96569E-06,-680.68464659E-03,+71.05741184E-03
+11.04172800E-03,+643.21694E-06,-680.68464659E-03,+70.79359275E-03
+11.04176000E-03,+592.96569E-06,-671.89067674E-03,+70.63027617E-03
+11.04179200E-03,+819.09634E-06,-669.37811415E-03,+70.85640682E-03
+11.04182400E-03,+643.21694E-06,-680.68464659E-03,+71.03228622E-03
+11.04185600E-03,+417.08630E-06,-680.68464659E-03,+70.73077867E-03
+11.04188800E-03,+417.08630E-06,-680.68464659E-03,+70.58002492E-03
+11.04192000E-03,+417.08630E-06,-680.68464659E-03,+70.73077867E-03
+11.04195200E-03,+417.08630E-06,-680.68464659E-03,+70.31620582E-03
+11.04198400E-03,+592.96569E-06,-680.68464659E-03,+70.74334149E-03
+11.04201600E-03,+643.21694E-06,-671.89067674E-03,+71.12022591E-03
+11.04204800E-03,+417.08630E-06,-669.37811415E-03,+71.19560279E-03
+11.04208000E-03,+417.08630E-06,-680.68464659E-03,+70.76846712E-03
+11.04211200E-03,+592.96569E-06,-680.68464659E-03,+70.65540180E-03
+11.04214400E-03,+819.09634E-06,-671.89067674E-03,+70.91922089E-03
+11.04217600E-03,+819.09634E-06,-669.37811415E-03,+70.81871837E-03
+11.04220800E-03,+643.21694E-06,-671.89067673E-03,+70.42927115E-03
+11.04224000E-03,+592.96569E-06,-669.37811415E-03,+71.00716059E-03
+11.04227200E-03,+643.21694E-06,-680.68464659E-03,+70.84384400E-03
+11.04230400E-03,+592.96569E-06,-680.68464659E-03,+70.05238673E-03
+11.04233600E-03,+819.09634E-06,-671.89067673E-03,+70.75590432E-03
+11.04236800E-03,+819.09634E-06,-660.58414429E-03,+71.39660782E-03
+11.04240000E-03,+819.09634E-06,-669.37811415E-03,+70.96947214E-03
+11.04243200E-03,+819.09634E-06,-671.89067673E-03,+70.85640682E-03
+11.04246400E-03,+819.09634E-06,-678.17208401E-03,+70.94434652E-03
+11.04249600E-03,+819.09634E-06,-691.99117903E-03,+70.96947214E-03
+11.04252800E-03,+643.21694E-06,-680.68464659E-03,+70.76846712E-03
+11.04256000E-03,+417.08630E-06,-680.68464659E-03,+70.47952240E-03
+11.04259200E-03,+417.08630E-06,-671.89067673E-03,+70.34133145E-03
+11.04262400E-03,+417.08630E-06,-669.37811416E-03,+70.63027617E-03
+11.04265600E-03,+417.08630E-06,-680.68464659E-03,+71.47198471E-03
+11.04268800E-03,+592.96569E-06,-680.68464659E-03,+71.38404499E-03
+11.04272000E-03,+819.09634E-06,-680.68464659E-03,+70.25339175E-03
+11.04275200E-03,+819.09634E-06,-680.68464659E-03,+70.78102994E-03
+11.04278400E-03,+819.09634E-06,-680.68464659E-03,+70.93178370E-03
+11.04281600E-03,+643.21694E-06,-671.89067673E-03,+70.34133145E-03
+11.04284800E-03,+417.08630E-06,-669.37811416E-03,+70.54233647E-03
+11.04288000E-03,+417.08630E-06,-680.68464659E-03,+70.91922089E-03
+11.04291200E-03,+417.08630E-06,-680.68464659E-03,+71.17047717E-03
+11.04294400E-03,+417.08630E-06,-680.68464659E-03,+70.70565305E-03
+11.04297600E-03,+592.96569E-06,-680.68464659E-03,+70.51721085E-03
+11.04300800E-03,+819.09634E-06,-680.68464659E-03,+70.32876863E-03
+11.04304000E-03,+819.09634E-06,-680.68464659E-03,+70.17801487E-03
+11.04307200E-03,+819.09634E-06,-680.68464659E-03,+70.50464802E-03
+11.04310400E-03,+819.09634E-06,-680.68464659E-03,+70.40414552E-03
+11.04313600E-03,+643.21694E-06,-680.68464659E-03,+70.68052742E-03
+11.04316800E-03,+417.08630E-06,-680.68464659E-03,+70.63027617E-03
+11.04320000E-03,+417.08630E-06,-680.68464659E-03,+70.76846712E-03
+11.04323200E-03,+592.96569E-06,-680.68464659E-03,+70.39158270E-03
+11.04326400E-03,+819.09634E-06,-680.68464659E-03,+70.75590432E-03
+11.04329600E-03,+819.09634E-06,-680.68464659E-03,+70.95690932E-03
+11.04332800E-03,+819.09634E-06,-680.68464659E-03,+70.22826612E-03
+11.04336000E-03,+643.21694E-06,-680.68464659E-03,+70.71821587E-03
